saham,tanggal_berita,judul,isi
mdka,,,"Dalam perjanjian ini, Batutua akan mengambil bagian saham baru yang akan diterbitkan oleh Hamparan Logistik dengan kepemilikan saham sebesar 55,67%  dari modal yang ditempatkan dan disetor  Mengutip keterbukaan informasi di laman Bursa Efek Indonesia, Selasa (29/3), nilai perjanjian atau harga total pengambilan bagian saham adalah sebesar Rp 5,36 triliun.    Transaksi ini dilakukan sebagai salah satu langkah strategis Batutua yang diharapkan dapat memberikan nilai tambah dan manfaat ekonomis bagi perusahaan dan juga MDKA di masa yang akan datang. Sebab, Batutua merupakan perusahaan terkendali yang lebih dari 99% sahamnya dimiliki oleh MDKA, baik secara langsung maupun tidak langsung.  “Dengan demikian, apabila seluruh persyaratan dan kondisi dalam transaksi telah terpenuhi, Perseroan diharapkan dapat meningkatkan laba dan kinerja keuangannya di masa yang akan datang, yang mana hal ini akan memberikan dampak positif bagi grup Perseroan,” tulis manajemen MDKA.  Hamparan Logistik baru-baru ini telah menyelesaikan akuisisi kepemilikan di PT J&P Indonesia dan PT Jcorps Industri Mineral dari PT JCorp Cahaya Semesta. Hamparan Logistik memiliki 95,3% saham di PT J&P Indonesia  dan 99,9% saham di PT Jcorps Industri Mineral, yang dalam perjanjian ini secara bersama-sama disebut dengan aset-aset akuisisi.  Aset-Aset Akuisisi terdiri dari berbagai investasi PT J&P Indonesia dan PT Jcorps Industri Mineral. PT J&P Indonesia mengendalikan 51% saham di PT Sulawesi Cahaya Mineral, yang memegang Izin Usaha Pertambangan (IUP) untuk salah satu sumber daya nikel terbesar di dunia yang belum berkembang.         Selain itu, perusahaan  ini juga memiliki saham minoritas di dua pabrik nikel Rotary Klin-Electric Furnace (RKEF) yang beroperasi, yaitu 49% di PT Cahaya Smelter Indonesia dan 28,4%  di PT Bukit Smelter Indonesia.  Sementara itu, PT Jcorps Industri Mineral JIM memegang berbagai saham mayoritas di perusahaan-perusahaan yang memiliki IUP Batugamping dan proyek pembangkit listrik tenaga air. PT Jcorps Industri Mineral juga memegang saham minoritas, yaitu 32% saham dari Indonesia Konawe Industrial Park.     Cek Berita dan Artikel yang lain di "
mdka,,,"  Hasan juga menyebut jika harga emas yang melonjak akan mendorong prospek MDKA. Emas naik ke level tertinggi sejak pertengahan November di tengah permintaan investor baru karena ketegangan geopolitik berlanjut. ""Kita mungkin bisa melihat pola yang sama pada tahun 2020 ketika harga emas menembus US$ 2.000 per troi ons karena selera investor yang tinggi untuk beralih ke aset safe haven selama  krisis,"" jelas dia dalam riset.   Bagi emiten penambang emas seperti MDKA ini tentu menjadi kisah menarik. Sebab lebih dari 50% pendapatan MDKA disumbangkan dari segmen bisnis emas pada tahun 2022. ""Kami menyadari produksi emas MDKA akan mengalami penurunan alami karena pengolahan bijih kadar rendah pada tahun 2022 dan seterusnya,"" ujar Hasan.   Tapi tahun ini, Hasan memperkirakan, MDKA akan mendapat keuntungan dari realisasi harga emas yang lebih tinggi yakni di US$ 1.900 per ons troi. Ini mengakibatkan,   pendapatan MDKA dari emas sebesar US$ 209 juta, naik 6,3% secara yoy.   Meskipun produksi MDKA diperkirakan sedikit lebih rendah sebesar 11,8% pada 110.000 ons troi pada tahun ini. Sementara pada bisnis tembaga MDKA cukup solid karena didukung peningkatan volume. ""Kami mengharapkan pasar tembaga akan tetap ketat pada tahun ini didukung dari harga tembaga tetap yang kuat di sekitar US$ 9.000 per ton di tahun ini,"" terang Hasan.   MDKA mengungkapkan, target produksi tembaga  tahun ini akan berkisar 18.000 - 22.000 ton. ""Tapi kami proyeksi MDKA bisa memproduksi tembaga 22.000 ton dan menghasilkan pendapatan sebesar US$ 198 juta atau berkontribusi hampir 50% terhadap pendapatan MDKA tahun 2022,"" ujar Hasan.   Hasan memberi rekomendasi Buy saham MDKA dengan target harga Rp 4.900 per saham. ""Kami percaya MDKA akan diuntungkan dengan melonjaknya harga emas dan tembaga,"" jelas dia.     Sepanjang tahun 2022, Hasan memperkirakan pendapatan dan laba bersih MDKA masing-masing bisa menjadi US$ 407 juta dan US$ 80 juta. Angka ini jauh lebih baik dari realisasi di 2021 dimana pendapatan MDKA di US$ 381 juta dan laba bersih US$ 33 juta.   Cek Berita dan Artikel yang lain di "
mdka,,,"Obligasi ini telah dibayarkan kepada para pemegang obligasi pada 1 April 2022 oleh PT Kustodian Sentral Efek Indonesia (KSEI) sebagai agen pembayaran yang telah ditunjuk MDKA.    “Sumber pendanaan yang digunakan oleh perseroan untuk melunasi pokok dan membayar bunga keempat obligasi berasal dari kas internal,” tulis Sekretaris Perusahaan MDKA dalam keterbukaan informasi di laman Bursa Efek Indonesia, Senin (4/4).  Dengan dilakukan pelunasan atas pokok dan pembayaran bunga, maka kewajiban MDKA atas obligasi tersebut telah berakhir. Selanjutnya, tidak ada dampak material lain atas pelunasan dan bunga keempat obligasi terhadap kegiatan operasional, hukum, kondisi keuangan, dan kelangsungan usaha Merdeka Copper Gold.            Cek Berita dan Artikel yang lain di "
mdka,,,"Hitungan Kontan.co.id, aksi korporasi ini bisa mendatangkan dana segar Rp 3,41 triliun. Mengutip keterbukaan informasi, Selasa (21/12), MDKA berencana menggunakan seluruh dana hasil  antara lain untuk kebutuhan likuiditas umum, belanja modal, dan modal kerja. Informasi final sehubungan dengan penggunaan dana akan diungkapkan dalam prospektus.  Bagi pemegang saham yang tidak melaksanakan penebusan hak, maka kepemilikannya akan terdilusi maksimum sebesar 5%. Lantas, apakah aksi  ini menarik untuk ditebus oleh pemegang saham MDKA?  Analis Panin Sekuritas Timothy Wijaya menilai, aksi korporasi ini cukup menarik. Hal ini karena harga penebusannya yang cukup relatif jauh di bawah harga saat ini. Pada perdagangan Rabu (22/12), saham MDKA ditutup naik 2,65% ke level Rp 3.870.     Meski demikian, tentu pemegang saham harus melihat terlebih dahulu berapa rasio saham baru yang didapat dari  ini.  Pun, Timothy menilai prospek MDKA masih cukup atraktif. Produksi MDKA diperkirakan bakal kembali normal di tahun 2022, setelah produksinya menurun akibat insiden keretakan pada permukaan  di tambang emas Tujuh Bukit.   Proyeksi dia, produksi emas MDKA tahun depan seharusnya dapat melebihi dari target produksi yang dipasang tahun ini, yakni 120.000 ons troy (oz).  Dari sisi sektoral, Timothy menilai industri logam dasar ( ) akan sangat menarik tahun depan. Meski  akan cenderung melemahkan posisi harga emas, terdapat faktor  yang bisa menopang harga emas. Dus, seharusnya harga emas juga tidak akan terkoreksi terlalu dalam.  Di sisi lain, industri tembaga kemungkinan terpapar sentimen negatif dari masalah sektor properiy yang terjadi di China. Akan tetapi, prospek tembaga juga ditopang oleh pengembangan energi hijau, dimana tembaga juga digunakan untuk komponen panel surya, yang penggunaannya diproyeksikan semakin meningkat di kemudian hari.    Purchasing managers’ index (PMI) manufacturing di beberapa Negara juga sudah mulai bergerak ekspansif. Sehingga, seharusnya kegiatan manufaktur dan industri kembali meningkat yang bisa menjadi pendorong permintaan tembaga di tahun depan.  “Kalau kekhawatiran koreksi harga seharusnya masih bisa ditanggulangi, karena MDKA juga melakukan  emas dan tembaga, sehingga membatasi  -nya,” terang Timothy kepada Kontan.co.id, Rabu (22/12).  Panin Sekuritas merekomendasikan beli saham MDKA dengan target harga Rp 4.100. "
tbig,"Rabu, 16 Februari 2022 | 04:05 WIB ","Tower Bersama Infrastructure (TBIG) Akan Merilis Obligasi Rp 2,2 Triliun","Berdasarkan pengumuman KSEI, Selasa (15/2), masa penawaran umum obligasi ini akan berlangsung pada 24-25 Februari 2022. Lalu, tanggal penjatahan jatuh pada 1 Maret 2022 dan pengembalian uang pemesanan serta distribusi elektronik pada 2 Maret 2022. Selanjutnya, obligasi ini akan tercatat di Bursa Efek Indonesia pada 4 Maret 2022.    TBIG menunjuk PT Indo Premier Sekuritas, PT CIMB Niaga Sekuritas, PT DBS Vickers Sekuritas Indonesia, PT UOB Kay Hian Sekuritas, PT BCA Sekuritas, dan PT OCBC Sekuritas Indonesia berperan sebagai penjamin pelaksana emisi obligasi. Sementara PT Bank Rakyat Indonesia Tbk bertindak sebagai wali amanat.  Obligasi tahap III ini adalah bagian dari Penawaran Umum Berkelanjutan (PUB) V Tower Bersama Infrastructure dengan target dana dihimpun mencapai Rp 15 triliun. Sebelumnya, TBIG telah menerbitkan obligasi Tahap I senilai Rp 1,2 triliun pada 19 Agustus 2021 dan tahap II Rp 1,45 triliun pada 10 Desember 2021.'   "
tbig,"Jumat, 14 Januari 2022 | 06:00 WIB ","Mulai Melandai, Simak Rekomendasi Saham Operator dan Penyedia Menara Telekomunikasi ","Saham PT Sarana Menara Nusantara Tbk (TOWR), PT Tower Bersama Infrastucture Tbk (TBIG) dan PT Dayamitra Telekomunikasi (MTEL) juga turun. Hanya PT Telkom Indonesia Tbk (TLKM) yang naik 3,47%  dan PT Smartfren Telecom Tbk (FREN) yang terkerek 9,20% ytd, berkat rally yang terjadi dua hari terakhir.  "
mdka,,,"Hitungan Kontan.co.id, aksi korporasi ini bisa mendatangkan dana segar Rp 3,41 triliun. Mengutip keterbukaan informasi, Selasa (21/12), MDKA berencana menggunakan seluruh dana hasil  antara lain untuk kebutuhan likuiditas umum, belanja modal, dan modal kerja. Informasi final sehubungan dengan penggunaan dana akan diungkapkan dalam prospektus.  Bagi pemegang saham yang tidak melaksanakan penebusan hak, maka kepemilikannya akan terdilusi maksimum sebesar 5%. Lantas, apakah aksi  ini menarik untuk ditebus oleh pemegang saham MDKA?  Analis Panin Sekuritas Timothy Wijaya menilai, aksi korporasi ini cukup menarik. Hal ini karena harga penebusannya yang cukup relatif jauh di bawah harga saat ini. Pada perdagangan Rabu (22/12), saham MDKA ditutup naik 2,65% ke level Rp 3.870.     Meski demikian, tentu pemegang saham harus melihat terlebih dahulu berapa rasio saham baru yang didapat dari  ini.  Pun, Timothy menilai prospek MDKA masih cukup atraktif. Produksi MDKA diperkirakan bakal kembali normal di tahun 2022, setelah produksinya menurun akibat insiden keretakan pada permukaan  di tambang emas Tujuh Bukit.   Proyeksi dia, produksi emas MDKA tahun depan seharusnya dapat melebihi dari target produksi yang dipasang tahun ini, yakni 120.000 ons troy (oz).  Dari sisi sektoral, Timothy menilai industri logam dasar ( ) akan sangat menarik tahun depan. Meski  akan cenderung melemahkan posisi harga emas, terdapat faktor  yang bisa menopang harga emas. Dus, seharusnya harga emas juga tidak akan terkoreksi terlalu dalam.  Di sisi lain, industri tembaga kemungkinan terpapar sentimen negatif dari masalah sektor properiy yang terjadi di China. Akan tetapi, prospek tembaga juga ditopang oleh pengembangan energi hijau, dimana tembaga juga digunakan untuk komponen panel surya, yang penggunaannya diproyeksikan semakin meningkat di kemudian hari.    Purchasing managers’ index (PMI) manufacturing di beberapa Negara juga sudah mulai bergerak ekspansif. Sehingga, seharusnya kegiatan manufaktur dan industri kembali meningkat yang bisa menjadi pendorong permintaan tembaga di tahun depan.  “Kalau kekhawatiran koreksi harga seharusnya masih bisa ditanggulangi, karena MDKA juga melakukan  emas dan tembaga, sehingga membatasi  -nya,” terang Timothy kepada Kontan.co.id, Rabu (22/12).  Panin Sekuritas merekomendasikan beli saham MDKA dengan target harga Rp 4.100. "
mdka,,,"Emiten tambang emas dan tembaga ini berencana melakukan penawaran umum terbatas II (PUT II) sebanyak-banyaknya 1.206.000.000 saham dengan harga penerbitan Rp 2.830. Dus, aksi korporasi ini bisa mendatangkan dana segar Rp 3,41 triliun.  MDKA berencana menggunakan seluruh dana hasil   antara lain untuk kebutuhan likuiditas umum, belanja modal, dan modal kerja. Informasi final sehubungan dengan penggunaan dana akan diungkapkan dalam prospektus.    Bersamaan, Hong Kong Brunp Catl Co. Ltd., afiliasi dari Contemporary Amperex Technology Co., Limited (Brunp CATL)  mengumumkan rencana menjadi investor strategis  dengan menggenggam saham hingga 5% di tubuh MDKA.  Selain melakukan investasi strategis, Brunp CATL dan MDKA juga  menjalin kemitraan strategis di Indonesia. Kedua belah pihak telah menandatangani nota kesepahaman (MoU) untuk terlibat dalam kerjasama, dengan berfokus pada rantai pasok logam komponen baterai di Indonesia.  Bagi pemegang saham yang tidak melaksanakan penebusan hak, maka kepemilikannya akan terdilusi maksimum sebesar 5%.  Selain persetujuan  , RPUSLB MDKA juga akan meminta persetujuan atas perubahan susunan anggota dewan komisaris dan direksi. Mata acara kedua RUPSLB ini dilakukan sehubungan dengan pengunduran diri Heri Sunaryadi dari jabatannya sebagai Komisaris dan pengunduran diri Michael W.P. Soeryadjaya dari jabatannya sebagai Direktur Merdeka Copper Gold.            Cek Berita dan Artikel yang lain di "
mdka,,,"Hitungan Kontan.co.id, aksi korporasi ini bisa mendatangkan dana segar Rp 3,41 triliun. Mengutip keterbukaan informasi, Selasa (21/12), MDKA berencana menggunakan seluruh dana hasil  antara lain untuk kebutuhan likuiditas umum, belanja modal, dan modal kerja. Informasi final sehubungan dengan penggunaan dana akan diungkapkan dalam prospektus.  Bagi pemegang saham yang tidak melaksanakan penebusan hak, maka kepemilikannya akan terdilusi maksimum sebesar 5%. Lantas, apakah aksi  ini menarik untuk ditebus oleh pemegang saham MDKA?  Analis Panin Sekuritas Timothy Wijaya menilai, aksi korporasi ini cukup menarik. Hal ini karena harga penebusannya yang cukup relatif jauh di bawah harga saat ini. Pada perdagangan Rabu (22/12), saham MDKA ditutup naik 2,65% ke level Rp 3.870.     Meski demikian, tentu pemegang saham harus melihat terlebih dahulu berapa rasio saham baru yang didapat dari  ini.  Pun, Timothy menilai prospek MDKA masih cukup atraktif. Produksi MDKA diperkirakan bakal kembali normal di tahun 2022, setelah produksinya menurun akibat insiden keretakan pada permukaan  di tambang emas Tujuh Bukit.   Proyeksi dia, produksi emas MDKA tahun depan seharusnya dapat melebihi dari target produksi yang dipasang tahun ini, yakni 120.000 ons troy (oz).  Dari sisi sektoral, Timothy menilai industri logam dasar ( ) akan sangat menarik tahun depan. Meski  akan cenderung melemahkan posisi harga emas, terdapat faktor  yang bisa menopang harga emas. Dus, seharusnya harga emas juga tidak akan terkoreksi terlalu dalam.  Di sisi lain, industri tembaga kemungkinan terpapar sentimen negatif dari masalah sektor properiy yang terjadi di China. Akan tetapi, prospek tembaga juga ditopang oleh pengembangan energi hijau, dimana tembaga juga digunakan untuk komponen panel surya, yang penggunaannya diproyeksikan semakin meningkat di kemudian hari.    Purchasing managers’ index (PMI) manufacturing di beberapa Negara juga sudah mulai bergerak ekspansif. Sehingga, seharusnya kegiatan manufaktur dan industri kembali meningkat yang bisa menjadi pendorong permintaan tembaga di tahun depan.  “Kalau kekhawatiran koreksi harga seharusnya masih bisa ditanggulangi, karena MDKA juga melakukan  emas dan tembaga, sehingga membatasi  -nya,” terang Timothy kepada Kontan.co.id, Rabu (22/12).  Panin Sekuritas merekomendasikan beli saham MDKA dengan target harga Rp 4.100. "
mdka," Jumat, 07 Januari 2022 | 07:45 WIB , ","Akan Rights Issue, Merdeka Copper Gold (MDKA) Minta Restu RUPSLB Akhir Januari"," antara lain untuk kebutuhan likuiditas umum, belanja modal, dan modal kerja. Informasi final sehubungan dengan penggunaan dana akan diungkapkan dalam prospektus.    Bersamaan, Hong Kong Brunp Catl Co. Ltd., afiliasi dari Contemporary Amperex Technology Co., Limited (Brunp CATL)  mengumumkan rencana menjadi investor strategis  dengan menggenggam saham hingga 5% di tubuh MDKA.  Selain melakukan investasi strategis, Brunp CATL dan MDKA juga  menjalin kemitraan strategis di Indonesia. Kedua belah pihak telah menandatangani nota kesepahaman (MoU) untuk terlibat dalam kerjasama, dengan berfokus pada rantai pasok logam komponen baterai di Indonesia.  Bagi pemegang saham yang tidak melaksanakan penebusan hak, maka kepemilikannya akan terdilusi maksimum sebesar 5%.  Selain persetujuan  , RPUSLB MDKA juga akan meminta persetujuan atas perubahan susunan anggota dewan komisaris dan direksi. Mata acara kedua RUPSLB ini dilakukan sehubungan dengan pengunduran diri Heri Sunaryadi dari jabatannya sebagai Komisaris dan pengunduran diri Michael W.P. Soeryadjaya dari jabatannya sebagai Direktur Merdeka Copper Gold.            Cek Berita dan Artikel yang lain di "
mdka,,,"Mengutip prospektus di laman Bursa Efek Indonesia, obligasi ini nantinya diterbitkan tanpa warkat dalam dua seri.  , Seri A memiliki jangka waktu 367 hari sejak tanggal emisi.  Seri B memiliki tenor tiga tahun sejak tanggal emisi.  Hingga saat ini, MDKA belum mencantumkan jumlah emisi masing-masing seri dan juga besaran bunganya.    Dana hasil penawaran umum obligasi ini akan digunakan untuk empat keperluan.  , sekitar 49% akan digunakan untuk pertumbuhan dan/atau pengembangan usaha MDKA dan/atau, baik yang sekarang sudah ada atau yang akan ada.  Pengembangan ini dalam bentuk pembelian saham dan/atau aset, dan/atau penyertaan saham pada satu atau lebih perusahaan di industri sejenis atau relevan dengan kegiatan usaha Grup Merdeka. Ini termasuk dalam rangka perjanjian patungan ( ), dan metode transaksi lain yang sesuai  , sekitar 25% akan digunakan oleh PT Bumi Suksesindo (BSI) untuk pembayaran seluruh pokok utang yang timbul berdasarkan Perjanjian Fasilitas Bergulir tanggal 10 Juni 2021 jo. Perjanjian Penundukan Diri Peningkatan Akordion tanggal 24 September 2021 sebesar US$ 50 juta. Fasilitas ini akan dibayarkan melalui The Hongkong and Shanghai Banking Corporation Ltd. sebagai agen  , sekitar 20% akan digunakan oleh MDKA untuk pembayaran seluruh pokok utang obligasi berkelanjutan II Merdeka Copper Gold Tahap I Tahun 2021 Seri A sebesar Rp 559,60 miliar pada tanggal jatuh tempo.  , sekitar 6% akan digunakan oleh anak usaha MDKA untuk modal kerja, meliputi antara lain pembayaran kepada pemasok, karyawan, konsultan-konsultan serta pembayaran beban keuangan, dalam rangka mendukung kegiatan usaha.         Merdeka Copper Gold sudah menunjuk Indo Premier Sekuritas, Sucor Sekuritas, UOB Kay Hian Sekuritas, dan  Aldiracita Sekuritas Indonesia sebagai penjamin pelaksana emisi obligasi. Sementara PT Bank Rakyat Indonesia Tbk (BBRI) bertindak sebagai wali amanat.  Berikut merupakan jadwal sementara penerbitan obligasi MDKA  Cek Berita dan Artikel yang lain di "
